r,rep,SVD1,SVD2,NMF
3,10,0.8785054882726774,0.875152234892033,0.8900548457736709
4,10,0.8770770687853193,0.873730598275424,0.8900186708394558
5,10,0.875645390443009,0.873303258418866,0.8853370285172121
6,10,0.8740880959054559,0.8713303467278765,0.8837146989686873
7,10,0.8739266500632823,0.8709156148767487,0.8832993340009779
8,10,0.8733373569376037,0.8705345610680665,0.8817171846782714
9,10,0.8725737189339944,0.8704679714865216,0.8825995320082357
10,10,0.8721886062406892,0.8716616168648568,0.8785319719413623
11,10,0.8722142622978842,0.8709753632045661,0.8804198470627362
12,10,0.871812963052112,0.8709138384381792,0.8780640728263455
13,10,0.8707882940228895,0.869685114494687,0.8780482078041976
14,10,0.8716719296474523,0.8710730029343782,0.8764490732438724
15,10,0.8713458989307061,0.8693779831400069,0.8767170200138533
16,10,0.872191349171731,0.8708103337871216,0.8747961263640892
17,10,0.8725157938434402,0.8716244756721552,0.87596793895706
18,10,0.8727813386580183,0.8708946732886752,0.8771258273226328
19,10,0.8725112734908518,0.871456936660718,0.8730339866166618
20,10,0.8723350667784652,0.8716557012962057,0.8740902549663124
21,10,0.8721489991531118,0.8727363912615874,0.8728394247455018
22,10,0.8719086923392886,0.871413616461243,0.8733586816524743
23,10,0.8724445261762005,0.8730590090533193,0.8732479099463432
24,10,0.871944889005048,0.8716634686059921,0.872792899523218
25,10,0.8723808168438226,0.8718981134259183,0.874318082922325
26,10,0.8718628348145928,0.872360359714318,0.8742924121678226
27,10,0.8731587367967162,0.8711195842097066,0.8731264721662468
28,10,0.8727804219713364,0.8711363753598199,0.8721158685359536
29,10,0.872457976196543,0.8732231443225289,0.871311701827445
30,10,0.8723197624622202,0.871297742132041,0.8740335680256672
31,10,0.8731632457728972,0.8735147426780451,0.8730370840025018
32,10,0.8735477733826145,0.8735552644793606,0.8732313469697406
33,10,0.8733704442515766,0.874206921667774,0.8734450886358663
34,10,0.8750309656071552,0.8744675028167727,0.8720917597323733
35,10,0.875299088072227,0.8726517668115512,0.8729055261310456
36,10,0.874699254935803,0.8739304489490379,0.8706160414024265
37,10,0.8750954538476401,0.8755074569902422,0.8734863169091205
38,10,0.8744964467604459,0.8740917456788717,0.8730378933136068
39,10,0.8751430359951347,0.8754948236273009,0.8737299837735727
40,10,0.8765643789689423,0.8760138068951583,0.8731681585225856
41,10,0.875295429250903,0.8765515232221073,0.8738208998356182
42,10,0.8764985078705794,0.8776023993307768,0.8728889524328186
43,10,0.8756728775687318,0.8769235047171811,0.8748006439543108
44,10,0.8764974047345502,0.8776798517715529,0.8737583354890376
45,10,0.875792100391595,0.8779448053155864,0.8742895948971542
46,10,0.8765833790694649,0.8784691403898759,0.8754814724265841
47,10,0.8778399367070543,0.8788669856776712,0.8737104546375176
48,10,0.8789987512384211,0.878438728938557,0.8749836593999432
49,10,0.8799609705390092,0.8796499873678927,0.8746389271058721
50,10,0.8795943998361627,0.8799524647562642,0.8733761268074749
