r,rep,SVD1,SVD2,NMF
49,8,0.8767147710898708,0.8766678017897194,0.8729828491126493
50,8,0.8774280270499485,0.8777345891118777,0.8751454512572963
1,9,0.8883457525787714,0.8743187795545878,0.8876305807118283
2,9,0.8807625587074333,0.8710913820707319,0.8876679181973273
3,9,0.8768083590888756,0.8713864489592962,0.8874779468637854
4,9,0.8762166612843415,0.8703106511033005,0.887439695744835
5,9,0.8749535994767682,0.8686307406313597,0.8828723774496038
6,9,0.873600397986191,0.866073517412317,0.8809926048161278
7,9,0.8723461415992566,0.8663900813946602,0.8813594770693534
8,9,0.8720602512882695,0.8652775473160904,0.8796387125772824
9,9,0.8718503465430646,0.8665420013858776,0.8798171480950311
10,9,0.8713803388289223,0.8672448146350458,0.8769445535505106
11,9,0.8716522082149125,0.8662885310150331,0.8796229448910061
12,9,0.8707657695869331,0.8664447891739845,0.878711132310377
13,9,0.8700387424705729,0.8699954996357938,0.8779751142622959
14,9,0.8697102931184838,0.8691163748998119,0.8783935753155612
15,9,0.8691705874648424,0.869078418115819,0.8753355583702871
16,9,0.8696112617181045,0.8701795081318039,0.8769600353732
17,9,0.8706188211515998,0.8711199264479417,0.8744033439765333
18,9,0.8713779060090856,0.8711421193739296,0.872766289933322
19,9,0.8707560552192835,0.8716642495264774,0.8736789548602248
20,9,0.8722363875884908,0.8720879977021277,0.8759657438497876
21,9,0.8721017272534533,0.8729646155219107,0.8730225646551237
22,9,0.8723909028572653,0.8724538334393419,0.8711751003364516
23,9,0.87284332562057,0.8737221163989974,0.873841954298626
24,9,0.8724993503506323,0.8723396255639808,0.8720206275073332
25,9,0.8728677705420955,0.8730673124356269,0.8734986065987115
26,9,0.8730452822432233,0.8725347678716118,0.8727572575083881
27,9,0.8724592954572236,0.8733685040654638,0.8713738217915651
28,9,0.8718165967885289,0.8739861560519414,0.8716643967258944
29,9,0.8728336554220216,0.8718206822950756,0.8716946565276154
30,9,0.8729409129222756,0.872564797506367,0.8708172376369439
31,9,0.8731804466269573,0.8733639096769652,0.8751669287600188
32,9,0.8722210391526908,0.8734940378390232,0.8725407820558794
33,9,0.8731486738317794,0.8727446498785987,0.8710403397676594
34,9,0.8750054891871336,0.872673824159352,0.8724576460845175
35,9,0.8740453197447113,0.8741047645359759,0.8706317134978013
36,9,0.8740018359459604,0.8739965580900146,0.8723389594755929
37,9,0.8734123060503353,0.8743399499601616,0.8715946346499877
38,9,0.8740585016599983,0.8743921026748469,0.8711367929571637
39,9,0.8744831217574653,0.8762902304380873,0.872892278941949
40,9,0.8744097673104047,0.8750466443090251,0.8718422534713689
41,9,0.8745696625210081,0.8754893311854345,0.8726819644436162
42,9,0.8748320186015721,0.8765015780202978,0.8729562728138679
43,9,0.8751786325305733,0.876450922094171,0.8723067376173946
44,9,0.8747049606696239,0.8763681138307815,0.8742269675085491
45,9,0.8760549846577894,0.8773687130963805,0.8750964621246372
46,9,0.875612702288685,0.877354834648946,0.8732022882495326
47,9,0.8763247769339435,0.8773680223830164,0.8714399429424537
48,9,0.8766523798466374,0.878029025234758,0.8721115110448909
49,9,0.8760045608091701,0.8782610721454878,0.8724272677321532
50,9,0.8770841918289825,0.8784583234171276,0.8742821714813476
1,10,0.8909250180117353,0.8782710571869996,0.8901320607174894
2,10,0.8836477015558623,0.8757046433739925,0.8902486501276785
