r,rmse_0,rmse_global_mean,rmse_row_means,rmse_means_weighted
107,3.317678703234601,1.0159697607776035,0.9240496363245312,0.883187011965985
108,3.3220817094927653,1.0157439536460806,0.9232893649652273,0.8827826959751501
109,3.327543490776099,1.0142821582742636,0.9229728287918842,0.8830614400385696
110,3.3243330803085085,1.0157361783662682,0.9222761373176084,0.8833772179779671
111,3.3330686961542475,1.017187785460599,0.9232138211833409,0.8841942863306694
112,3.330926602240268,1.0161407656568682,0.9212052038720501,0.8833013226381485
113,3.3336806728711377,1.0173961253115398,0.9237395342158978,0.883571717798068
114,3.3329726660291845,1.0182188206733391,0.9222251591377736,0.8833241392771537
115,3.325227242871096,1.0187898836559286,0.9226657851461982,0.8843051616884516
116,3.331586772365865,1.0205124918047437,0.9219248868963956,0.8830756684556629
117,3.34017448033993,1.0192235606356101,0.9230214319209883,0.8832509447958846
118,3.341204876861902,1.0192375405928336,0.9238030757613422,0.8836623351911084
119,3.3403810571689276,1.0207085294094378,0.9256990820045684,0.8836526589975003
120,3.3470564048456293,1.0206484454613332,0.924746166573974,0.8841540459233878
121,3.340631600357306,1.0221430227347446,0.9253127697590172,0.883840069030087
122,3.338198499664555,1.0201662637426192,0.9241438030103357,0.8837796125033203
123,3.350063248832911,1.0197570138181244,0.9249916901053985,0.8843080303741021
124,3.356048696590251,1.020605426653909,0.9239301410781212,0.8841470448353982
125,3.3565494416380064,1.0216047833207758,0.9244227713937726,0.8849087352988271
126,3.3524592636281803,1.0230035012056582,0.9244822031695533,0.8840981285575378
127,3.3606730235413664,1.0219438874200288,0.9236852816883799,0.8838730273676093
128,3.356227151248317,1.022995189023809,0.9258918103932711,0.8843002830725378
129,3.360481347500154,1.0231581749201673,0.9243961023447543,0.8840131867130102
130,3.361678647568921,1.0241984710220566,0.9261278928917632,0.8851807814990919
131,3.3656907835758147,1.0247473339624344,0.927198314699914,0.8853585276078997
132,3.370334487079334,1.0248939797701788,0.9264156264808967,0.8858260284818641
133,3.3683564974392852,1.025094623486645,0.9247377170394797,0.8851856170293352
134,3.372442949503224,1.0254644488251325,0.9255877453151177,0.8853587466384605
135,3.3725775037345636,1.0256431607920127,0.9266167824863142,0.8852490494070848
136,3.377473239452064,1.0247872653810302,0.9263016910108718,0.8853794112578339
137,3.3759893839239834,1.026281975202104,0.9253711635779389,0.8856723227600162
138,3.3762170760703,1.0268060627336797,0.924573272964234,0.8846055201176685
139,3.3783508182569384,1.0280836046286632,0.9277284037399904,0.8862665985799256
140,3.3826722882390423,1.026703470086256,0.9272592847944621,0.884150532127061
141,3.3838677978833194,1.0269742145978427,0.9265039632671115,0.8856888722126742
142,3.3830441851742936,1.0285418196283385,0.9279777386987279,0.885696383967126
143,3.3866517572535897,1.0279263938261265,0.9263628774083786,0.8862806318014913
144,3.3869235236206374,1.0276399066502602,0.9265745058803787,0.885097739584531
145,3.390915647894085,1.0291530004371234,0.9262041052413202,0.8856824160125866
146,3.384419205830424,1.0282911098620695,0.9263119229959429,0.8860611259127186
147,3.3915609808571894,1.02934638568758,0.9265255997888998,0.8843706907738113
148,3.3944275824815255,1.029499525129594,0.9266644635779719,0.8865605883190264
149,3.3921296656266713,1.0282854862372266,0.9282730338496982,0.8859871215430452
150,3.3999375540063888,1.0306425510265507,0.9265214822205176,0.8865115117653647
