rep,weight,r,RMSE
8,0.24,8.0,0.8612540065046883
8,0.27,8.0,0.8612101230793637
8,0.28,8.0,0.8612483596137798
8,0.23,8.0,0.8613239306125051
8,0.22,8.0,0.8614395157433951
8,0.29,8.0,0.8613260848759541
8,0.21,8.0,0.8615450686532296
8,0.3,8.0,0.8613964663913449
9,0.25,8.0,0.8758181683936451
9,0.26,8.0,0.8758590551721481
9,0.24,8.0,0.8758062057273531
9,0.27,8.0,0.8759237363700889
9,0.28,8.0,0.8760340386631126
9,0.23,8.0,0.8758201740826558
9,0.22,8.0,0.8758508270577827
9,0.29,8.0,0.8761453785610062
9,0.21,8.0,0.8759306462775313
9,0.3,8.0,0.8762866237895187
10,0.25,8.0,0.8757691781301767
10,0.26,8.0,0.8758242944604255
10,0.24,8.0,0.8757392156881297
10,0.27,8.0,0.8759069828141962
10,0.28,8.0,0.8760216801080957
10,0.23,8.0,0.8757374192841523
10,0.22,8.0,0.8757723837778252
10,0.29,8.0,0.8761531210570123
10,0.21,8.0,0.8758107699285075
10,0.3,8.0,0.8763089304022579
11,0.25,8.0,0.8704861172717303
11,0.26,8.0,0.8705829509972836
11,0.24,8.0,0.8704366968361938
11,0.27,8.0,0.8707019338521319
11,0.28,8.0,0.8708431900521784
11,0.23,8.0,0.8703917104661741
11,0.22,8.0,0.8704158448679006
11,0.29,8.0,0.8709922776941595
11,0.21,8.0,0.8703647893322566
11,0.3,8.0,0.8711737517669356
12,0.25,8.0,0.8835773345896358
12,0.26,8.0,0.8835161346037127
12,0.24,8.0,0.8836282238115007
12,0.27,8.0,0.88348031080876
12,0.28,8.0,0.8834481631316452
12,0.23,8.0,0.8837960685017544
12,0.22,8.0,0.8839397744427859
12,0.29,8.0,0.8834684036285814
12,0.21,8.0,0.8840869308914343
12,0.3,8.0,0.8835283818890495
13,0.25,8.0,0.8645156073288839
13,0.26,8.0,0.8644829064134278
13,0.24,8.0,0.8645931890845006
13,0.27,8.0,0.8644712609646309
13,0.28,8.0,0.8645071322019438
13,0.23,8.0,0.864636060903477
13,0.22,8.0,0.8647231821879947
13,0.29,8.0,0.8645525574650179
13,0.21,8.0,0.8648747931984749
13,0.3,8.0,0.8646265000356943
14,0.25,8.0,0.8622237467327454
14,0.26,8.0,0.8622798544101234
14,0.24,8.0,0.8622660953015681
14,0.27,8.0,0.8622311362299161
14,0.28,8.0,0.8623031522304186
14,0.23,8.0,0.8622923638761404
14,0.22,8.0,0.862423748389213
14,0.29,8.0,0.8623869965555324
14,0.21,8.0,0.862618040178398
14,0.3,8.0,0.8624996879345087
15,0.25,8.0,0.872655049178749
15,0.26,8.0,0.8726457898220001
15,0.24,8.0,0.8727083647228792
15,0.27,8.0,0.8726386098728489
15,0.28,8.0,0.8726687136221625
15,0.23,8.0,0.8727929261877412
15,0.22,8.0,0.8729243794920428
15,0.29,8.0,0.8727180527038851
15,0.21,8.0,0.8730341883650397
15,0.3,8.0,0.8728090472434533
16,0.25,8.0,0.8673010013934064
16,0.26,8.0,0.8672306107522852
16,0.24,8.0,0.8673320008765729
16,0.27,8.0,0.867199604059623
16,0.28,8.0,0.8672464690735419
16,0.23,8.0,0.8674322947234708
16,0.22,8.0,0.8676569073038111
16,0.29,8.0,0.867299578437771
16,0.21,8.0,0.8677804327840065
16,0.3,8.0,0.8673811299465038
17,0.25,8.0,0.8812581191230533
17,0.26,8.0,0.8810819719019681
17,0.24,8.0,0.8814170715215416
17,0.27,8.0,0.8809051341614764
17,0.28,8.0,0.8808054057939155
17,0.23,8.0,0.8817208975963615
17,0.22,8.0,0.8820318879663556
17,0.29,8.0,0.8807681334250903
17,0.21,8.0,0.8823756785626571
17,0.3,8.0,0.8807206395319899
18,0.25,8.0,0.8654808308838305
18,0.26,8.0,0.865504777429379
18,0.24,8.0,0.8655059811227972
18,0.27,8.0,0.8655547864586174
18,0.28,8.0,0.8656279840419137
18,0.23,8.0,0.8655551539769544
18,0.22,8.0,0.8656036505695363
18,0.29,8.0,0.865727950184722
18,0.21,8.0,0.8657033834109391
18,0.3,8.0,0.8658512280584415
19,0.25,8.0,0.8699581336118
19,0.26,8.0,0.8699406938444012
19,0.24,8.0,0.8698557634086822
19,0.27,8.0,0.8701600862232108
19,0.28,8.0,0.8702326197880631
19,0.23,8.0,0.869871710429676
19,0.22,8.0,0.8699116110869919
19,0.29,8.0,0.8702623086604935
19,0.21,8.0,0.8701756670686914
19,0.3,8.0,0.870444903392475
20,0.25,8.0,0.8769128836931792
20,0.26,8.0,0.8769878070162135
20,0.24,8.0,0.8768922804186996
20,0.27,8.0,0.8770742539771693
20,0.28,8.0,0.8771616434783429
20,0.23,8.0,0.876860745747328
20,0.22,8.0,0.8769073406204994
20,0.29,8.0,0.8773568948428757
20,0.21,8.0,0.8769201204746863
20,0.3,8.0,0.8775244273510479
