index,lambda,eta,r,RMSE
3691,0.008,0.0099,25.0,0.9481077919742029
3692,0.008,0.01,25.0,0.9784874146669716
3693,0.008,0.011,25.0,1.0154004258733045
3694,0.008,0.012,25.0,0.9619308104158425
3695,0.008,0.02,25.0,0.9566892731149579
3696,0.009000000000000001,0.008,25.0,1.0169591063940482
3697,0.009000000000000001,0.009,25.0,1.0119711680940573
3698,0.009000000000000001,0.0099,25.0,1.0031783978360571
3699,0.009000000000000001,0.01,25.0,0.9623569812705421
3700,0.009000000000000001,0.011,25.0,0.9618368558679986
3701,0.009000000000000001,0.012,25.0,1.0130061791025218
3702,0.009000000000000001,0.02,25.0,0.9514575345109743
3703,0.010000000000000002,0.008,25.0,1.0323151056939468
3704,0.010000000000000002,0.009,25.0,1.0295247922198034
3705,0.010000000000000002,0.0099,25.0,1.0153254659443534
3706,0.010000000000000002,0.01,25.0,0.9586184272845625
3707,0.010000000000000002,0.011,25.0,1.0085074871998203
3708,0.010000000000000002,0.012,25.0,0.9321253381836366
3709,0.010000000000000002,0.02,25.0,0.9826872005942255
3710,0.011,0.008,25.0,0.9715180871259126
3711,0.011,0.009,25.0,0.9946658228422699
3712,0.011,0.0099,25.0,1.0015575289512977
3713,0.011,0.01,25.0,0.9371347981859293
3714,0.011,0.011,25.0,0.9912319756097207
3715,0.011,0.012,25.0,0.9711354319242413
3716,0.011,0.02,25.0,1.0028933436695453
3717,0.012,0.008,25.0,0.9926499974163648
3718,0.012,0.009,25.0,1.0304128722026946
3719,0.012,0.0099,25.0,0.9910952994126858
3720,0.012,0.01,25.0,0.9554822311735477
3721,0.012,0.011,25.0,0.9708534493354161
3722,0.012,0.012,25.0,1.026473121447884
3723,0.012,0.02,25.0,0.9748163826853609
3724,0.013000000000000001,0.008,25.0,1.030991084633044
3725,0.013000000000000001,0.009,25.0,1.0278392039282631
3726,0.013000000000000001,0.0099,25.0,0.9489075328317225
3727,0.013000000000000001,0.01,25.0,0.9711853518549789
3728,0.013000000000000001,0.011,25.0,0.9797882208110471
3729,0.013000000000000001,0.012,25.0,1.0001929789411783
3730,0.013000000000000001,0.02,25.0,1.001934737891117
3731,0.014000000000000002,0.008,25.0,0.944159282155803
3732,0.014000000000000002,0.009,25.0,1.008688133210564
3733,0.014000000000000002,0.0099,25.0,0.9558428902325928
3734,0.014000000000000002,0.01,25.0,1.0005964897852087
3735,0.014000000000000002,0.011,25.0,1.014908881848414
3736,0.014000000000000002,0.012,25.0,0.9951878519741665
3737,0.014000000000000002,0.02,25.0,0.9657547716339518
3738,0.015,0.008,25.0,1.0161175082021674
3739,0.015,0.009,25.0,1.0291645775423492
3740,0.015,0.0099,25.0,1.024309771935445
3741,0.015,0.01,25.0,0.9369995048614931
3742,0.015,0.011,25.0,0.974732903512959
3743,0.015,0.012,25.0,0.9473646054694131
3744,0.015,0.02,25.0,0.9478469015252443
3745,0.016,0.008,25.0,0.9445312808013191
3746,0.016,0.009,25.0,1.0181207421172631
3747,0.016,0.0099,25.0,0.9422869906803395
3748,0.016,0.01,25.0,0.9680637046135908
3749,0.016,0.011,25.0,1.0349164876725743
3750,0.016,0.012,25.0,1.0054385993076895
3751,0.016,0.02,25.0,0.9466518708913741
3752,0.017,0.008,25.0,1.017862227190196
3753,0.017,0.009,25.0,0.9648375903211429
3754,0.017,0.0099,25.0,1.033895342647762
3755,0.017,0.01,25.0,0.952803153318469
3756,0.017,0.011,25.0,1.0126139577124476
3757,0.017,0.012,25.0,1.0310155198672701
3758,0.017,0.02,25.0,0.9989887239300392
3759,0.018000000000000002,0.008,25.0,1.014772084784477
3760,0.018000000000000002,0.009,25.0,1.0229644671260474
3761,0.018000000000000002,0.0099,25.0,0.9638450973411118
3762,0.018000000000000002,0.01,25.0,1.0300595772845191
3763,0.018000000000000002,0.011,25.0,1.0005950838381181
3764,0.018000000000000002,0.012,25.0,0.9897091656857621
3765,0.018000000000000002,0.02,25.0,1.03010191028141
3766,0.019000000000000003,0.008,25.0,1.0046881729086092
3767,0.019000000000000003,0.009,25.0,0.9913690378151184
3768,0.019000000000000003,0.0099,25.0,1.0344356062825821
3769,0.019000000000000003,0.01,25.0,1.0175781336230747
3770,0.019000000000000003,0.011,25.0,0.9945460410864571
3771,0.019000000000000003,0.012,25.0,1.0117855397284592
3772,0.019000000000000003,0.02,25.0,0.9621498780253583
3773,0.02,0.008,25.0,1.021223815399421
3774,0.02,0.009,25.0,0.9696660760738769
3775,0.02,0.0099,25.0,1.0155983427489983
3776,0.02,0.01,25.0,0.9956932893687044
3777,0.02,0.011,25.0,0.9723835763879539
3778,0.02,0.012,25.0,0.9657821364172148
3779,0.02,0.02,25.0,0.9698844687208379
3780,0.025,0.008,25.0,0.9992448189522994
3781,0.025,0.009,25.0,1.0224004408843985
3782,0.025,0.0099,25.0,0.9567298722019838
3783,0.025,0.01,25.0,0.9893419683467195
3784,0.025,0.011,25.0,1.0537190094971352
3785,0.025,0.012,25.0,1.010251692582785
3786,0.025,0.02,25.0,0.9727872133142806
3787,0.030000000000000002,0.008,25.0,1.0094540020630456
3788,0.030000000000000002,0.009,25.0,0.9767325860794308
3789,0.030000000000000002,0.0099,25.0,1.0067869133380727
3790,0.030000000000000002,0.01,25.0,0.9839862220122703
3791,0.030000000000000002,0.011,25.0,1.0142644448077514
3792,0.030000000000000002,0.012,25.0,0.9615771381402828
3793,0.030000000000000002,0.02,25.0,1.0139674148307287
3794,0.035,0.008,25.0,0.976434478148999
3795,0.035,0.009,25.0,0.9837575795661428
3796,0.035,0.0099,25.0,0.9941306352852415
3797,0.035,0.01,25.0,1.019834321491435
3798,0.035,0.011,25.0,0.9498073055547999
3799,0.035,0.012,25.0,0.9543651777480242
3800,0.035,0.02,25.0,1.0267760868638023
3801,0.04000000000000001,0.008,25.0,0.9900770795805006
3802,0.04000000000000001,0.009,25.0,0.9752698418781065
3803,0.04000000000000001,0.0099,25.0,0.9677755393664564
3804,0.04000000000000001,0.01,25.0,1.0282291624683357
3805,0.04000000000000001,0.011,25.0,1.0273612954508928
3806,0.04000000000000001,0.012,25.0,0.981450639705442
3807,0.04000000000000001,0.02,25.0,0.9715141555018716
3808,0.045000000000000005,0.008,25.0,1.0125394197816646
3809,0.045000000000000005,0.009,25.0,0.998125936861148
3810,0.045000000000000005,0.0099,25.0,0.9903483416142056
3811,0.045000000000000005,0.01,25.0,1.032639833675979
3812,0.045000000000000005,0.011,25.0,0.9958757727972422
3813,0.045000000000000005,0.012,25.0,0.9989499684030827
3814,0.045000000000000005,0.02,25.0,0.9772610112126126
3815,0.05,0.008,25.0,0.9927330399654727
3816,0.05,0.009,25.0,1.0286539058060158
3817,0.05,0.0099,25.0,1.0489580870460362
3818,0.05,0.01,25.0,1.0356618552944772
3819,0.05,0.011,25.0,0.9580919805793037
3820,0.05,0.012,25.0,0.9802474573457268
3821,0.05,0.02,25.0,0.9753032980512684
3822,0.001,0.008,40.0,0.9852918045604718
3823,0.001,0.009,40.0,0.938241818038284
3824,0.001,0.0099,40.0,1.0201864571679056
3825,0.001,0.01,40.0,1.0179344142027782
3826,0.001,0.011,40.0,1.0235167317492355
3827,0.001,0.012,40.0,1.0221199344919378
3828,0.001,0.02,40.0,1.0057832205265855
3829,0.002,0.008,40.0,0.9826739254381148
3830,0.002,0.009,40.0,0.9849226676278771
3831,0.002,0.0099,40.0,1.0119561304205142
3832,0.002,0.01,40.0,1.028658655303791
3833,0.002,0.011,40.0,0.9782568021663643
3834,0.002,0.012,40.0,1.0308843995062584
3835,0.002,0.02,40.0,1.0224916159107569
3836,0.003,0.008,40.0,0.9742115848372758
3837,0.003,0.009,40.0,0.9676290721765636
3838,0.003,0.0099,40.0,1.0276823497808538
3839,0.003,0.01,40.0,0.9934338500082494
3840,0.003,0.011,40.0,0.9822364238501609
3841,0.003,0.012,40.0,1.0235767995045408
3842,0.003,0.02,40.0,1.0346383587494803
3843,0.004,0.008,40.0,0.9864202121423862
3844,0.004,0.009,40.0,0.9870829449978529
3845,0.004,0.0099,40.0,1.0073241120098442
3846,0.004,0.01,40.0,0.9699437050309275
3847,0.004,0.011,40.0,0.996394692928467
3848,0.004,0.012,40.0,1.028896234194819
3849,0.004,0.02,40.0,1.0230222854703603
3850,0.005,0.008,40.0,1.0383732082309507
3851,0.005,0.009,40.0,1.030306178753997
3852,0.005,0.0099,40.0,1.0248645886989776
3853,0.005,0.01,40.0,0.9974641491721599
3854,0.005,0.011,40.0,1.0233454382189437
3855,0.005,0.012,40.0,0.9483378186507437
3856,0.005,0.02,40.0,0.9557769485320589
3857,0.006,0.008,40.0,1.034997278819063
3858,0.006,0.009,40.0,1.0272951296911883
3859,0.006,0.0099,40.0,0.9763060684656671
3860,0.006,0.01,40.0,0.9681778089058457
3861,0.006,0.011,40.0,1.0276862823332789
3862,0.006,0.012,40.0,1.036828600265229
3863,0.006,0.02,40.0,0.9940356264137322
3864,0.007,0.008,40.0,0.9519946038633963
3865,0.007,0.009,40.0,1.0187641266265768
3866,0.007,0.0099,40.0,0.9886313263544272
3867,0.007,0.01,40.0,0.9901447697966023
3868,0.007,0.011,40.0,0.9842020503202785
3869,0.007,0.012,40.0,1.003828367955924
3870,0.007,0.02,40.0,1.0253483982189453
3871,0.008,0.008,40.0,1.052663586480928
3872,0.008,0.009,40.0,1.0011439249457492
3873,0.008,0.0099,40.0,0.96877323428095
3874,0.008,0.01,40.0,1.0326636004660583
3875,0.008,0.011,40.0,1.003407976110418
3876,0.008,0.012,40.0,0.9827513395787223
3877,0.008,0.02,40.0,0.9828763676738156
3878,0.009000000000000001,0.008,40.0,1.0167565237593506
3879,0.009000000000000001,0.009,40.0,1.0190998078629014
3880,0.009000000000000001,0.0099,40.0,1.0275180544045246
3881,0.009000000000000001,0.01,40.0,1.01316960232639
3882,0.009000000000000001,0.011,40.0,0.9904832078387813
3883,0.009000000000000001,0.012,40.0,0.940128684112053
3884,0.009000000000000001,0.02,40.0,0.9605790751784161
3885,0.010000000000000002,0.008,40.0,1.013938266151016
3886,0.010000000000000002,0.009,40.0,1.0247502551046044
3887,0.010000000000000002,0.0099,40.0,0.9948498192950949
3888,0.010000000000000002,0.01,40.0,0.988596328396491
3889,0.010000000000000002,0.011,40.0,0.9721908631019718
3890,0.010000000000000002,0.012,40.0,0.9828462070380315
3891,0.010000000000000002,0.02,40.0,1.0012460478444365
3892,0.011,0.008,40.0,0.9720302276063987
3893,0.011,0.009,40.0,1.0101147003504514
3894,0.011,0.0099,40.0,1.022887776959983
3895,0.011,0.01,40.0,1.0342474229482674
3896,0.011,0.011,40.0,0.9769263198738325
3897,0.011,0.012,40.0,1.0051825564276995
3898,0.011,0.02,40.0,0.9585417816628786
3899,0.012,0.008,40.0,1.0030057955433225
3900,0.012,0.009,40.0,1.0115897149408193
3901,0.012,0.0099,40.0,1.048536222558638
3902,0.012,0.01,40.0,1.0563436952271628
3903,0.012,0.011,40.0,0.983225714183483
3904,0.012,0.012,40.0,0.9821559286154103
3905,0.012,0.02,40.0,1.0444427666946494
3906,0.013000000000000001,0.008,40.0,1.0521565369322932
3907,0.013000000000000001,0.009,40.0,1.0544887440571937
3908,0.013000000000000001,0.0099,40.0,0.9804288080501576
3909,0.013000000000000001,0.01,40.0,0.9982066270694383
3910,0.013000000000000001,0.011,40.0,0.9722073308193137
3911,0.013000000000000001,0.012,40.0,0.9459584238716995
3912,0.013000000000000001,0.02,40.0,1.0312366211158979
3913,0.014000000000000002,0.008,40.0,0.971482340630532
3914,0.014000000000000002,0.009,40.0,0.9910105620036337
3915,0.014000000000000002,0.0099,40.0,1.0127067801264946
3916,0.014000000000000002,0.01,40.0,1.0432837811231168
3917,0.014000000000000002,0.011,40.0,1.0402748617776347
3918,0.014000000000000002,0.012,40.0,1.01998801048084
3919,0.014000000000000002,0.02,40.0,0.9828055572528014
3920,0.015,0.008,40.0,0.9542904176088991
3921,0.015,0.009,40.0,1.0152546056066059
3922,0.015,0.0099,40.0,0.9905910662216812
3923,0.015,0.01,40.0,1.0203427403832173
3924,0.015,0.011,40.0,0.9843491626997691
3925,0.015,0.012,40.0,0.9786941298962099
3926,0.015,0.02,40.0,1.0312864653884666
3927,0.016,0.008,40.0,1.0219171851930617
3928,0.016,0.009,40.0,0.9988813732472961
3929,0.016,0.0099,40.0,0.9944208512575745
3930,0.016,0.01,40.0,0.9528602795565663
3931,0.016,0.011,40.0,0.9770283076514384
3932,0.016,0.012,40.0,0.979714225591566
3933,0.016,0.02,40.0,1.0329018124724378
3934,0.017,0.008,40.0,1.003416044700538
3935,0.017,0.009,40.0,1.0219074024440569
3936,0.017,0.0099,40.0,1.0329237081501923
3937,0.017,0.01,40.0,1.002539916490282
3938,0.017,0.011,40.0,0.975148439236115
3939,0.017,0.012,40.0,1.0328804047827176
3940,0.017,0.02,40.0,0.9815217288683952
3941,0.018000000000000002,0.008,40.0,1.006964294223573
3942,0.018000000000000002,0.009,40.0,1.0059834790729705
3943,0.018000000000000002,0.0099,40.0,0.9707047447382784
3944,0.018000000000000002,0.01,40.0,0.9888769559570615
3945,0.018000000000000002,0.011,40.0,1.0155978963596417
3946,0.018000000000000002,0.012,40.0,0.97508704542237
3947,0.018000000000000002,0.02,40.0,0.9844107821005494
3948,0.019000000000000003,0.008,40.0,0.9935799475631885
3949,0.019000000000000003,0.009,40.0,0.999331408721202
3950,0.019000000000000003,0.0099,40.0,1.0128252435717269
3951,0.019000000000000003,0.01,40.0,1.0216559526302822
3952,0.019000000000000003,0.011,40.0,1.0074641211481976
3953,0.019000000000000003,0.012,40.0,0.954148021915661
3954,0.019000000000000003,0.02,40.0,0.9834671060421427
3955,0.02,0.008,40.0,1.0114173514721656
3956,0.02,0.009,40.0,1.0570530883298248
3957,0.02,0.0099,40.0,1.0220946822312718
3958,0.02,0.01,40.0,1.0086471123672487
3959,0.02,0.011,40.0,1.0346581505674808
3960,0.02,0.012,40.0,1.0096965938025035
3961,0.02,0.02,40.0,0.9912804092200798
3962,0.025,0.008,40.0,1.0328817593476602
3963,0.025,0.009,40.0,0.9702280685684156
3964,0.025,0.0099,40.0,0.9779825736280237
3965,0.025,0.01,40.0,1.0221751889948638
3966,0.025,0.011,40.0,1.0306881215712307
3967,0.025,0.012,40.0,0.99469409749999
3968,0.025,0.02,40.0,0.9638319003834792
3969,0.030000000000000002,0.008,40.0,0.9838995211423514
3970,0.030000000000000002,0.009,40.0,1.0198608632056056
3971,0.030000000000000002,0.0099,40.0,0.9642927588255391
3972,0.030000000000000002,0.01,40.0,1.0056558057028828
3973,0.030000000000000002,0.011,40.0,0.9859516032012198
3974,0.030000000000000002,0.012,40.0,0.9413027623483033
3975,0.030000000000000002,0.02,40.0,1.0022056397332395
3976,0.035,0.008,40.0,0.9969754733658689
3977,0.035,0.009,40.0,1.0178302935235604
3978,0.035,0.0099,40.0,1.0158263730984207
3979,0.035,0.01,40.0,1.0290321848049746
3980,0.035,0.011,40.0,0.9806847121182501
3981,0.035,0.012,40.0,1.0207079629371318
3982,0.035,0.02,40.0,1.0507263224526895
3983,0.04000000000000001,0.008,40.0,1.003863898875461
3984,0.04000000000000001,0.009,40.0,0.9964925169602223
3985,0.04000000000000001,0.0099,40.0,0.9989861357783162
3986,0.04000000000000001,0.01,40.0,0.9661149447396465
3987,0.04000000000000001,0.011,40.0,1.0318272252480365
3988,0.04000000000000001,0.012,40.0,1.0236094147522004
3989,0.04000000000000001,0.02,40.0,0.9699929601987555
3990,0.045000000000000005,0.008,40.0,0.9755734441243297
3991,0.045000000000000005,0.009,40.0,0.9916994864507644
3992,0.045000000000000005,0.0099,40.0,0.9738843104038382
3993,0.045000000000000005,0.01,40.0,1.003049734414705
3994,0.045000000000000005,0.011,40.0,0.9865184957278004
3995,0.045000000000000005,0.012,40.0,0.9839215220157302
3996,0.045000000000000005,0.02,40.0,0.9954741455047419
3997,0.05,0.008,40.0,1.0163170249638949
3998,0.05,0.009,40.0,1.0076263590767667
3999,0.05,0.0099,40.0,1.0093296750700411
4000,0.05,0.01,40.0,1.0024964031150123
4001,0.05,0.011,40.0,1.0116682579951541
4002,0.05,0.012,40.0,1.0537477771654649
4003,0.05,0.02,40.0,0.9588713318805262
4004,0.001,0.008,50.0,1.0031103721500918
4005,0.001,0.009,50.0,1.0412834512937195
4006,0.001,0.0099,50.0,1.023660703450572
4007,0.001,0.01,50.0,0.9971298873888674
4008,0.001,0.011,50.0,0.9540820617146257
4009,0.001,0.012,50.0,1.013749664313495
4010,0.001,0.02,50.0,0.9684554844044838
4011,0.002,0.008,50.0,0.9959582419351937
4012,0.002,0.009,50.0,0.9921525167516173
4013,0.002,0.0099,50.0,0.959006719079406
4014,0.002,0.01,50.0,0.9671795377224611
4015,0.002,0.011,50.0,1.0589099661444206
4016,0.002,0.012,50.0,1.001129333756752
4017,0.002,0.02,50.0,0.9865526132622886
4018,0.003,0.008,50.0,1.0127623647085682
4019,0.003,0.009,50.0,0.9749074393531301
4020,0.003,0.0099,50.0,0.9490577514420033
4021,0.003,0.01,50.0,1.0324878615146884
4022,0.003,0.011,50.0,1.0192562912608008
4023,0.003,0.012,50.0,0.9908061531730823
4024,0.003,0.02,50.0,1.057579559611766
4025,0.004,0.008,50.0,0.9909347863497054
4026,0.004,0.009,50.0,0.998134174708899
4027,0.004,0.0099,50.0,1.013157837189888
4028,0.004,0.01,50.0,1.0315274120869944
4029,0.004,0.011,50.0,0.9884327318333556
4030,0.004,0.012,50.0,0.950428855200105
4031,0.004,0.02,50.0,0.9824771828420473
4032,0.005,0.008,50.0,1.0556574660947662
4033,0.005,0.009,50.0,1.0094530281112113
4034,0.005,0.0099,50.0,1.0091194661374776
4035,0.005,0.01,50.0,1.021932008046714
4036,0.005,0.011,50.0,0.994887866003686
4037,0.005,0.012,50.0,1.0521594866309203
4038,0.005,0.02,50.0,1.0397869433029925
4039,0.006,0.008,50.0,1.0259021804905786
4040,0.006,0.009,50.0,0.9768537448564549
4041,0.006,0.0099,50.0,1.0156901730817876
4042,0.006,0.01,50.0,1.015429413843994
4043,0.006,0.011,50.0,1.0042314788114588
4044,0.006,0.012,50.0,1.0033345917093077
4045,0.006,0.02,50.0,0.9773426215623165
4046,0.007,0.008,50.0,1.0190056691559877
4047,0.007,0.009,50.0,0.9710107694754639
4048,0.007,0.0099,50.0,0.9824792308015341
4049,0.007,0.01,50.0,0.966865331638026
4050,0.007,0.011,50.0,0.9748063642427224
4051,0.007,0.012,50.0,1.0223224047024992
4052,0.007,0.02,50.0,0.9978414795605925
4053,0.008,0.008,50.0,1.031371065068533
4054,0.008,0.009,50.0,1.0503585222169165
4055,0.008,0.0099,50.0,1.0004881094986489
4056,0.008,0.01,50.0,1.001567703470858
4057,0.008,0.011,50.0,0.9942099630806776
4058,0.008,0.012,50.0,0.9806665489057063
4059,0.008,0.02,50.0,0.9768513542111641
4060,0.009000000000000001,0.008,50.0,1.0110469727307094
4061,0.009000000000000001,0.009,50.0,0.9996800116417466
4062,0.009000000000000001,0.0099,50.0,0.9774327410490177
4063,0.009000000000000001,0.01,50.0,0.9443427764538004
4064,0.009000000000000001,0.011,50.0,0.9417469165551932
4065,0.009000000000000001,0.012,50.0,1.0019710392705303
4066,0.009000000000000001,0.02,50.0,0.9861732434947673
4067,0.010000000000000002,0.008,50.0,0.98173400385461
4068,0.010000000000000002,0.009,50.0,1.01218750814493
4069,0.010000000000000002,0.0099,50.0,0.9614652014528603
4070,0.010000000000000002,0.01,50.0,1.0119051561207781
4071,0.010000000000000002,0.011,50.0,1.0262410213794697
4072,0.010000000000000002,0.012,50.0,0.9466078037195693
4073,0.010000000000000002,0.02,50.0,0.9983116055576376
4074,0.011,0.008,50.0,0.9982470764990458
4075,0.011,0.009,50.0,0.9776266340899106
4076,0.011,0.0099,50.0,1.0368015177741474
4077,0.011,0.01,50.0,1.00913192230437
4078,0.011,0.011,50.0,0.9858914818928739
4079,0.011,0.012,50.0,0.9656428421018416
4080,0.011,0.02,50.0,1.0282287944510053
4081,0.012,0.008,50.0,1.013890641108692
4082,0.012,0.009,50.0,1.0087658568345452
4083,0.012,0.0099,50.0,0.9667432451050568
4084,0.012,0.01,50.0,0.9651694798072414
4085,0.012,0.011,50.0,1.0244573039314668
4086,0.012,0.012,50.0,1.0097382126633376
4087,0.012,0.02,50.0,1.0165433731254825
4088,0.013000000000000001,0.008,50.0,1.0120197138634681
4089,0.013000000000000001,0.009,50.0,0.9981741867337596
4090,0.013000000000000001,0.0099,50.0,1.0162195415192499
4091,0.013000000000000001,0.01,50.0,0.9897099297803269
4092,0.013000000000000001,0.011,50.0,0.9511948866725349
4093,0.013000000000000001,0.012,50.0,0.9915906202739646
4094,0.013000000000000001,0.02,50.0,1.007858676785515
4095,0.014000000000000002,0.008,50.0,0.987460229946449
4096,0.014000000000000002,0.009,50.0,0.9430752363157169
4097,0.014000000000000002,0.0099,50.0,0.9907154830994396
4098,0.014000000000000002,0.01,50.0,1.0487101366302232
4099,0.014000000000000002,0.011,50.0,1.0442815225060034
4100,0.014000000000000002,0.012,50.0,1.0403032928355014
4101,0.014000000000000002,0.02,50.0,0.9548231611029308
4102,0.015,0.008,50.0,1.0294335712609899
4103,0.015,0.009,50.0,1.020249559733889
4104,0.015,0.0099,50.0,1.0215235825793862
4105,0.015,0.01,50.0,1.0296570856513383
4106,0.015,0.011,50.0,0.9698268293076292
4107,0.015,0.012,50.0,1.0124551226301044
4108,0.015,0.02,50.0,1.0141511785137256
4109,0.016,0.008,50.0,1.0188981660558596
4110,0.016,0.009,50.0,1.0408163856370793
4111,0.016,0.0099,50.0,1.004649065191255
4112,0.016,0.01,50.0,1.0371363322640914
4113,0.016,0.011,50.0,1.0043459300682003
4114,0.016,0.012,50.0,0.9953690016270683
4115,0.016,0.02,50.0,0.9535311009266758
4116,0.017,0.008,50.0,0.988638602873271
4117,0.017,0.009,50.0,1.0300867751067213
4118,0.017,0.0099,50.0,0.9834341311456487
4119,0.017,0.01,50.0,0.9948313960611989
4120,0.017,0.011,50.0,0.9544365770518349
4121,0.017,0.012,50.0,0.9925619192335097
4122,0.017,0.02,50.0,0.9875530915522914
4123,0.018000000000000002,0.008,50.0,0.9804166241779845
4124,0.018000000000000002,0.009,50.0,0.9778043717227614
4125,0.018000000000000002,0.0099,50.0,1.0378959195701596
4126,0.018000000000000002,0.01,50.0,1.0225315308483427
4127,0.018000000000000002,0.011,50.0,0.9913497250407445
4128,0.018000000000000002,0.012,50.0,1.0268161116559011
